gene,log2FC,mean_tumor,mean_normal,p_value,t_statistic,rank,adj_p_value,neg_log10_p,significant,direction
ARHGEF6,-1.7229,7.6221,9.345,3.7144852288924116e-11,-8.5258,212,4.008840662125395e-09,8.396981205145064,True,Downregulated in Tumor
TSLP,-2.0426,3.177,5.2196,3.7591247022554914e-11,-8.5488,213,4.037970572188059e-09,8.39383685042034,True,Downregulated in Tumor
NOL12,-1.0923,8.2554,9.3477,3.833309826081413e-11,-10.9921,214,4.098417234614146e-09,8.387383830838019,True,Downregulated in Tumor
GLT8D2,-2.9262,6.1695,9.0957,3.87015573347647e-11,-8.6395,215,4.118565729392634e-09,8.385253998592587,True,Downregulated in Tumor
FCGRT,-1.8535,8.6797,10.5332,3.9430044714757015e-11,-9.456,216,4.1638528350621955e-09,8.380504628356952,True,Downregulated in Tumor
KIAA1109,-1.0697,8.2305,9.3003,3.9491086766105613e-11,-9.4514,217,4.1638528350621955e-09,8.380504628356952,True,Downregulated in Tumor
CHL1,-3.1716,3.5862,6.7578,4.2297092660749075e-11,-9.7622,219,4.418983927296525e-09,8.35467757804828,True,Downregulated in Tumor
MEIS2,-1.7473,5.8463,7.5936,4.2744559860190154e-11,-9.7433,220,4.445434225459776e-09,8.352085811181833,True,Downregulated in Tumor
LINC00993,-4.6226,6.2341,10.8567,4.64510574502561e-11,-10.2155,221,4.809050653673573e-09,8.317940648483468,True,Downregulated in Tumor
AMIGO2,-2.976,7.4546,10.4305,4.8023571136487844e-11,-10.5129,222,4.949456340553341e-09,8.305442502332003,True,Downregulated in Tumor
TRIM29,-2.9744,7.8204,10.7948,4.970888304575472e-11,-9.0389,224,5.0774073396735175e-09,8.294357993523485,True,Downregulated in Tumor
PPP1R14A,-3.5699,4.5774,8.1473,5.2711193880565804e-11,-8.6251,225,5.356991474876934e-09,8.271079044763383,True,Downregulated in Tumor
LRIG1,-1.8943,8.4621,10.3564,5.3127517024528086e-11,-8.7353,226,5.356991474876934e-09,8.271079044763383,True,Downregulated in Tumor
CMYA5,-2.4013,5.9123,8.3136,5.314847311175979e-11,-11.5105,227,5.356991474876934e-09,8.271079044763383,True,Downregulated in Tumor
FRMD6,-2.1157,8.2331,10.3488,5.382966320164252e-11,-9.8362,228,5.401853921287635e-09,8.26745716432415,True,Downregulated in Tumor
MTDH,1.061,11.053,9.992,5.462819525242178e-11,8.438,229,5.458048503822752e-09,8.262962609221459,True,Upregulated in Tumor
COX7A1,-2.5627,6.8954,9.4581,5.520875644124862e-11,-9.7447,230,5.492071075546819e-09,8.260263850984073,True,Downregulated in Tumor
PIP,-5.0765,8.012,13.0885,5.665195199180516e-11,-8.7848,232,5.556403799513351e-09,8.255206200384377,True,Downregulated in Tumor
ZNF204P,-1.9477,5.042,6.9898,5.674288160582385e-11,-8.913,233,5.556403799513351e-09,8.255206200384377,True,Downregulated in Tumor
CTC-429P9.3,-1.1685,6.7805,7.949,5.682685704047746e-11,-8.8232,234,5.556403799513351e-09,8.255206200384377,True,Downregulated in Tumor
BOC,-2.7185,6.8885,9.607,5.872274806014266e-11,-9.5162,235,5.702805269324002e-09,8.243911457785737,True,Downregulated in Tumor
CHD9,-1.1662,8.8007,9.967,5.882264176400631e-11,-9.6877,236,5.702805269324002e-09,8.243911457785737,True,Downregulated in Tumor
SDPR,-4.94,3.4121,8.3522,6.513332788333995e-11,-12.9286,239,6.204040245176677e-09,8.20732539361126,True,Downregulated in Tumor
DHRS1,-1.0923,7.8392,8.9315,6.520213421427298e-11,-8.6937,240,6.204040245176677e-09,8.20732539361126,True,Downregulated in Tumor
FBXW4,-1.066,7.7215,8.7876,6.860169434901205e-11,-10.2482,242,6.4859783748156854e-09,8.188024503660868,True,Downregulated in Tumor
RP11-305O6.3,-3.4663,3.9445,7.4108,6.904185777187937e-11,-10.0413,243,6.500731299673251e-09,8.187037784657472,True,Downregulated in Tumor
IGFBP4,-2.0671,9.8818,11.9489,7.038753507223066e-11,-9.1054,244,6.600273780543596e-09,8.180438049471272,True,Downregulated in Tumor
PNPT1,1.0823,8.5583,7.4759,7.244396287587906e-11,8.8434,246,6.737877522764687e-09,8.171476887636716,True,Upregulated in Tumor
EPSTI1,1.8793,7.7848,5.9055,7.282943791935888e-11,8.515,247,6.746305828319559e-09,8.170933974955146,True,Upregulated in Tumor
PLAT,-2.8397,7.7065,10.5462,7.4545918725863e-11,-9.3341,249,6.836907260142258e-09,8.165140311087477,True,Downregulated in Tumor
STAT6,-1.0958,9.1772,10.273,7.470396918861732e-11,-8.4299,250,6.836907260142258e-09,8.165140311087477,True,Downregulated in Tumor
TFDP2,-1.4144,7.7966,9.2109,7.673357767915127e-11,-10.5365,251,6.971728187324237e-09,8.156659553439033,True,Downregulated in Tumor
SH3BGRL2,-1.8279,6.3952,8.2232,7.678651674850121e-11,-10.8039,252,6.971728187324237e-09,8.156659553439033,True,Downregulated in Tumor
RSAD2,2.3722,7.4931,5.1209,7.809581822484473e-11,9.1906,253,7.062578343812045e-09,8.151036721601312,True,Upregulated in Tumor
DONSON,1.3953,7.6117,6.2164,7.926166866534855e-11,9.5868,254,7.139791256154232e-09,8.146314485370265,True,Upregulated in Tumor
SASH1,-1.5721,8.4307,10.0028,8.180306169941667e-11,-9.5402,255,7.320157969534484e-09,8.135479546734384,True,Downregulated in Tumor
TRIOBP,-1.0878,8.2829,9.3707,8.216685793780198e-11,-10.6196,256,7.320157969534484e-09,8.135479546734384,True,Downregulated in Tumor
JUP,-3.3939,8.4141,11.808,8.32581642893769e-11,-8.334,259,7.355006945717929e-09,8.133416912809253,True,Downregulated in Tumor
LAMA2,-2.7827,5.6425,8.4253,8.425263906053757e-11,-10.3057,261,7.385825217260918e-09,8.131600973976845,True,Downregulated in Tumor
NAP1L2,-1.5969,4.9981,6.595,8.811757118345058e-11,-10.6502,264,7.636856169232383e-09,8.11708538872134,True,Downregulated in Tumor
MAML2,-1.5287,7.9252,9.4539,8.904843042564313e-11,-8.4956,265,7.688407879768736e-09,8.114163584856419,True,Downregulated in Tumor
SETMAR,-1.1337,7.4309,8.5646,9.088123011441729e-11,-9.1408,268,7.75629688691012e-09,8.110345575833772,True,Downregulated in Tumor
N4BP2L2,-1.2224,9.2489,10.4713,9.408640947088068e-11,-8.6323,270,7.972952032199075e-09,8.098380848751734,True,Downregulated in Tumor
PHYKPL,-1.347,7.1604,8.5073,9.568325567767742e-11,-9.0971,271,8.07835014725188e-09,8.092677326738734,True,Downregulated in Tumor
SESN1,-1.6138,7.3333,8.9471,9.728379957144188e-11,-9.9633,272,8.183284316891876e-09,8.087072359600855,True,Downregulated in Tumor
CRYBG3,-1.4394,7.7385,9.1778,1.0535489702228576e-10,-11.234,274,8.7975184082843e-09,8.055639815756432,True,Downregulated in Tumor
CDC6,2.3574,6.3563,3.9988,1.0823287946782547e-10,10.7496,275,8.982773596532038e-09,8.046589546218543,True,Upregulated in Tumor
LINC00849,-1.6236,6.4733,8.0969,1.0875123628668595e-10,-9.7489,277,8.982773596532038e-09,8.046589546218543,True,Downregulated in Tumor
NOSTRIN,-2.3008,5.7154,8.0162,1.1148770198056808e-10,-8.6575,278,9.17567849394028e-09,8.037361812059036,True,Downregulated in Tumor
TUSC8,-2.6714,3.0525,5.7239,1.1367238859164276e-10,-8.3425,280,9.288658039202809e-09,8.03204702532466,True,Downregulated in Tumor
KIAA1217,-1.7365,7.9762,9.7126,1.1411327678698235e-10,-10.4435,281,9.29150097112511e-09,8.031914123377454,True,Downregulated in Tumor
FANCI,2.4231,7.815,5.3919,1.2012160212489993e-10,11.7524,282,9.746036370984789e-09,8.01117197221919,True,Upregulated in Tumor
U91328.2,1.0578,7.2559,6.1981,1.2069163629091447e-10,9.6938,283,9.757684234403261e-09,8.01065324007445,True,Upregulated in Tumor
LRP10,-1.0775,9.5162,10.5937,1.2138674833467005e-10,-8.6961,284,9.77932676724384e-09,8.009691042076911,True,Downregulated in Tumor
ALAD,-1.1283,7.5512,8.6795,1.2877435852667642e-10,-8.4384,285,1.033809587049248e-08,7.9855594447130365,True,Downregulated in Tumor
AURKA,2.4713,8.0712,5.5999,1.2994452949222084e-10,13.0341,286,1.0395562359377667e-08,7.983152012059446,True,Upregulated in Tumor
CDC73,1.2964,8.1716,6.8752,1.3560257392668078e-10,9.1022,287,1.0810407287255946e-08,7.966157943486496,True,Upregulated in Tumor
BLCAP,-1.09,9.1363,10.2263,1.406377307406913e-10,-9.0798,288,1.1172886386621586e-08,7.951834617408169,True,Downregulated in Tumor
ANKRD29,-1.7933,5.2927,7.086,1.4522146686597672e-10,-9.9155,289,1.1487836871061838e-08,7.939761740102183,True,Downregulated in Tumor
SRSF5,-1.7166,10.0522,11.7688,1.4560632397761946e-10,-10.6303,290,1.1487836871061838e-08,7.939761740102183,True,Downregulated in Tumor
DYNC2H1,-1.2738,6.2631,7.5369,1.4670412036175542e-10,-8.4489,291,1.1534674480676853e-08,7.937994657167213,True,Downregulated in Tumor
TPM2,-2.0407,8.5779,10.6186,1.4975625539779338e-10,-9.0502,292,1.1734325765416138e-08,7.930541859177573,True,Downregulated in Tumor
ZCCHC24,-2.2752,7.4718,9.747,1.53166225015546e-10,-9.9983,293,1.1960557093364139e-08,7.922248591506528,True,Downregulated in Tumor
ABLIM1,-1.9954,8.6909,10.6862,1.5573094673096361e-10,-8.2827,294,1.2119469595933496e-08,7.91651638648985,True,Downregulated in Tumor
RBM25,-1.234,8.8258,10.0598,1.5860447120219006e-10,-9.0373,295,1.230125525798681e-08,7.91005056955234,True,Downregulated in Tumor
CHID1,-1.0287,7.835,8.8637,1.6385549908217852e-10,-9.7464,296,1.2665587226352178e-08,7.897374669809303,True,Downregulated in Tumor
TUBG2,-1.0408,6.4798,7.5206,1.8593081454216878e-10,-8.0864,297,1.432355904621152e-08,7.843949057301633,True,Downregulated in Tumor
UCHL5,1.0798,7.9889,6.9092,1.89184630377401e-10,8.5629,298,1.4525316587365553e-08,7.837874393144342,True,Upregulated in Tumor
RPS6KA5,-1.8718,6.9394,8.8112,1.898651959353053e-10,-8.0567,299,1.452881499331032e-08,7.837769806407658,True,Downregulated in Tumor
LMNB1,2.3376,8.1026,5.765,1.9407288581343446e-10,10.2567,301,1.4752118363492958e-08,7.831145611718481,True,Upregulated in Tumor
CCDC84,-1.3864,7.3984,8.7848,1.9519685655224406e-10,-8.5333,302,1.4788424099057432e-08,7.8300781033221245,True,Downregulated in Tumor
CCNG1,-1.3792,9.1342,10.5134,1.977578129675972e-10,-8.4936,303,1.4932999210226482e-08,7.82585295787185,True,Downregulated in Tumor
ANKRD35,-1.7143,5.9594,7.6737,2.0468027808319147e-10,-9.7493,304,1.5404884087313884e-08,7.8123415651451165,True,Downregulated in Tumor
EFEMP1,-2.3874,8.7166,11.1039,2.0577729992723494e-10,-9.4128,305,1.5436670892902086e-08,7.811446354825069,True,Downregulated in Tumor
FAM198B,-1.6682,9.1543,10.8225,2.1059365833981748e-10,-8.1436,306,1.5746349355604654e-08,7.802820117333971,True,Downregulated in Tumor
FZD7,-1.7973,8.1405,9.9378,2.1135486933526422e-10,-8.0512,307,1.5751789610393634e-08,7.8026700975082885,True,Downregulated in Tumor
CMPK2,2.3628,7.9502,5.5874,2.1381627588751883e-10,8.4377,308,1.5883494780215682e-08,7.799053935361239,True,Upregulated in Tumor
CA11,-1.5121,5.9812,7.4933,2.1642622346672714e-10,-8.0958,309,1.602534625540038e-08,7.795192578022242,True,Downregulated in Tumor
LIMA1,-1.5795,8.836,10.4155,2.221340153001873e-10,-8.8467,310,1.6394923451833176e-08,7.78529060671795,True,Downregulated in Tumor
STC2,-3.4704,7.2593,10.7298,2.258494754448575e-10,-10.5276,311,1.6615549833370868e-08,7.779485282694151,True,Downregulated in Tumor
PPWD1,-1.0867,7.0181,8.1048,2.3852108145919114e-10,-8.4648,313,1.7413328301655515e-08,7.759118211944426,True,Downregulated in Tumor
SIK2,-2.3823,5.9067,8.289,2.4684403734436353e-10,-7.9752,315,1.7929497061711228e-08,7.746431892612218,True,Downregulated in Tumor
BBS2,-1.3187,7.526,8.8447,2.484858646050283e-10,-9.7662,316,1.7991634753680532e-08,7.744929374050368,True,Downregulated in Tumor
DUSP3,-1.0092,9.0324,10.0417,2.5360880490035164e-10,-8.7354,317,1.8304635508265128e-08,7.737438914601363,True,Downregulated in Tumor
BIN3,-1.293,7.2439,8.5369,2.5658401629909894e-10,-9.6425,318,1.846113928592259e-08,7.733741501017479,True,Downregulated in Tumor
KRT15,-4.4926,7.6442,12.1368,2.653340748381709e-10,-7.9903,320,1.897138635092922e-08,7.721900931496204,True,Downregulated in Tumor
BBS1,-1.3567,7.654,9.0107,2.8960057807092926e-10,-8.23,324,2.0440585650763384e-08,7.689506665227581,True,Downregulated in Tumor
DUSP6,-2.0861,8.6982,10.7843,2.903492279937981e-10,-9.2744,325,2.0440585650763384e-08,7.689506665227581,True,Downregulated in Tumor
TLE2,-1.4239,7.7225,9.1465,2.973745051910641e-10,-8.7795,327,2.080712134180901e-08,7.681788000126913,True,Downregulated in Tumor
TGFBR2,-2.3915,8.4801,10.8715,2.994703503531582e-10,-13.1783,328,2.0827322295872832e-08,7.681366562355634,True,Downregulated in Tumor
BOD1L1,-1.0016,7.437,8.4386,3.002626191402998e-10,-8.4147,329,2.0827322295872832e-08,7.681366562355634,True,Downregulated in Tumor
SDR39U1,-1.0106,8.0216,9.0322,3.01304356640468e-10,-8.6642,331,2.0827322295872832e-08,7.681366562355634,True,Downregulated in Tumor
FAM13C,-1.4278,5.4111,6.839,3.2782345734744945e-10,-12.3482,334,2.2456888335657615e-08,7.648650420482119,True,Downregulated in Tumor
OFD1,-1.0382,8.8188,9.857,3.357656988616754e-10,-8.2505,336,2.28640452081998e-08,7.640846929838431,True,Downregulated in Tumor
ZBTB7C,-1.6515,6.5733,8.2249,3.4523301115495096e-10,-7.9844,338,2.3369619216642835e-08,7.631348363921769,True,Downregulated in Tumor
LTBP4,-1.308,5.6416,6.9496,3.5049905611406433e-10,-8.9102,340,2.358652471732292e-08,7.627336044162115,True,Downregulated in Tumor
METTL7A,-2.2943,8.4285,10.7228,3.80193407296646e-10,-7.8433,345,2.5213985967963075e-08,7.598358493194856,True,Downregulated in Tumor
BEX4,-1.508,8.4133,9.9213,3.906839811172568e-10,-7.9118,346,2.583482510971918e-08,7.58779447408894,True,Downregulated in Tumor
HYI,-1.3226,8.2799,9.6025,4.1222081324714624e-10,-8.1699,348,2.7102333928433065e-08,7.566993308070444,True,Downregulated in Tumor
CTSF,-1.5669,8.6762,10.2431,4.2790973958170356e-10,-8.3323,349,2.7926001372600514e-08,7.55399124496983,True,Downregulated in Tumor
PAMR1,-5.3854,3.4517,8.8371,4.282256581386943e-10,-11.3822,350,2.7926001372600514e-08,7.55399124496983,True,Downregulated in Tumor
LINC00844,-3.1184,2.1206,5.2389,4.2841024832966695e-10,-9.8659,351,2.7926001372600514e-08,7.55399124496983,True,Downregulated in Tumor
MEIS3P1,-1.2134,7.574,8.7874,4.402851014203259e-10,-8.0238,352,2.8570742882103667e-08,7.544078467163499,True,Downregulated in Tumor
CXCL12,-3.6005,7.8996,11.5001,4.4079861177371484e-10,-10.7158,353,2.8570742882103667e-08,7.544078467163499,True,Downregulated in Tumor
PDLIM4,-2.4084,7.4001,9.8085,4.438895547402536e-10,-10.8552,354,2.868981076965255e-08,7.54227231623524,True,Downregulated in Tumor
ANXA1,-1.8377,10.0065,11.8442,4.456199108615669e-10,-9.1422,355,2.872051707186662e-08,7.541807745507838,True,Downregulated in Tumor
ISG15,2.8173,10.1574,7.3401,4.5019951148885515e-10,9.3841,356,2.8934170850744398e-08,7.538588958439741,True,Upregulated in Tumor
ATP6V0A1,-1.2126,7.9213,9.1339,4.840585027978184e-10,-9.585,358,3.0936476379927615e-08,7.5095291533354,True,Downregulated in Tumor
MIR6845,-1.7637,7.4481,9.2118,4.991365929102303e-10,-7.7877,360,3.1722903460516856e-08,7.498627070434694,True,Downregulated in Tumor
OSBPL9,-1.1883,9.1192,10.3075,5.017087388523488e-10,-10.0211,361,3.1798049708979895e-08,7.497599516072247,True,Downregulated in Tumor
KIAA2026,-1.267,7.7981,9.0651,5.223682686127748e-10,-8.6771,363,3.292503026407793e-08,7.482473817170552,True,Downregulated in Tumor
SAV1,-1.0635,7.7006,8.7641,5.385326985570017e-10,-8.0943,364,3.385062676644011e-08,7.470433285658707,True,Downregulated in Tumor
LPAR6,-1.7748,7.6831,9.4579,5.491272759261674e-10,-9.6809,367,3.4159341648975185e-08,7.466490508034919,True,Downregulated in Tumor
ADAMTS5,-2.8538,6.6424,9.4961,5.494159845639366e-10,-11.0484,368,3.4159341648975185e-08,7.466490508034919,True,Downregulated in Tumor
VAMP3,-1.0415,9.774,10.8154,5.622828619515074e-10,-9.89,369,3.4864585044581275e-08,7.4576154993654455,True,Downregulated in Tumor
APLP2,-1.5927,10.372,11.9646,5.65225235161071e-10,-9.7289,370,3.4952306433744065e-08,7.4565241607366675,True,Downregulated in Tumor
CX3CL1,-2.9746,7.7584,10.733,5.792183030928323e-10,-10.9721,371,3.5721064082921845e-08,7.447075612536623,True,Downregulated in Tumor
ABCA9,-4.0952,2.9341,7.0292,5.909730462184412e-10,-10.5819,373,3.6222536388286935e-08,7.441021142623013,True,Downregulated in Tumor
GRAMD2,-3.5368,4.2282,7.765,6.077319494508503e-10,-7.7147,375,3.7079752009161216e-08,7.4308631790963915,True,Downregulated in Tumor
NEK9,-1.3249,7.9914,9.3162,6.161006471585362e-10,-8.512,376,3.749037980581731e-08,7.426080159825578,True,Downregulated in Tumor
IRX3,-1.032,10.2996,11.3316,6.602292800093076e-10,-7.8575,379,3.985764096731651e-08,7.399488409227984,True,Downregulated in Tumor
HOXA7,-1.5032,5.7831,7.2863,7.032115668497576e-10,-8.4968,382,4.2119059291943594e-08,7.375521337127583,True,Downregulated in Tumor
SETD7,-1.0038,9.641,10.6448,7.080456684507532e-10,-8.8539,383,4.2297871786300865e-08,7.373681483563912,True,Downregulated in Tumor
CAPN11,-2.4419,3.1809,5.6228,7.113795599644723e-10,-9.1258,384,4.238636544788314e-08,7.37277382178049,True,Downregulated in Tumor
SGOL2,1.8779,7.4882,5.6103,7.133031432078905e-10,9.4868,385,4.239058679635464e-08,7.372730571621093,True,Upregulated in Tumor
HOXA3,-2.0001,5.4946,7.4947,7.301041029836296e-10,-10.3833,387,4.316481104978151e-08,7.364870155835109,True,Downregulated in Tumor
RACGAP1,1.8632,9.2022,7.339,7.452216614424839e-10,11.3482,389,4.3832060703866404e-08,7.358208111110124,True,Upregulated in Tumor
TMEM245,-1.1745,9.2205,10.3951,7.513267053241426e-10,-10.053,390,4.407783337901637e-08,7.355779761131388,True,Downregulated in Tumor
PKD2,-1.8817,7.5391,9.4208,7.60162015648303e-10,-13.7546,391,4.448211487988024e-08,7.351814572621431,True,Downregulated in Tumor
AK5,-4.2503,4.6328,8.8831,8.228152459118538e-10,-13.17,394,4.778175844280004e-08,7.320737871581698,True,Downregulated in Tumor
ELOVL5,-1.3189,10.7306,12.0495,8.336416278679065e-10,-8.0255,395,4.828789986232329e-08,7.3161616825275475,True,Downregulated in Tumor
CENPN,1.404,7.1916,5.7876,8.543727881417762e-10,10.1547,396,4.9242443538948434e-08,7.307660404376971,True,Upregulated in Tumor
FBXL3,-1.1227,9.06,10.1827,8.548147849349569e-10,-7.9214,397,4.9242443538948434e-08,7.307660404376971,True,Downregulated in Tumor
SLC27A6,-2.6275,3.5354,6.1628,8.584710225982191e-10,-7.7191,398,4.9242443538948434e-08,7.307660404376971,True,Downregulated in Tumor
CCNB1,2.3121,8.1387,5.8266,8.587296753514172e-10,10.1405,399,4.9242443538948434e-08,7.307660404376971,True,Upregulated in Tumor
ABI3BP,-2.7035,5.8998,8.6033,8.639717655511795e-10,-7.6606,400,4.941918498952747e-08,7.306104421165213,True,Downregulated in Tumor
DCN,-1.9584,10.9469,12.9053,8.839195016901766e-10,-8.0499,401,5.0434110221125285e-08,7.297275636766222,True,Downregulated in Tumor
ACAD8,-1.093,7.0837,8.1767,9.021875779283273e-10,-8.5854,402,5.134838751990082e-08,7.289473189889579,True,Downregulated in Tumor
DUSP16,-1.4165,7.8476,9.2641,9.212793790243166e-10,-8.0798,403,5.230489377686442e-08,7.281457675552254,True,Downregulated in Tumor
CHAC2,1.3978,5.988,4.5903,9.580632876621178e-10,8.0671,405,5.4124661781998166e-08,7.266604804480071,True,Upregulated in Tumor
ZNF84,-1.0708,7.5006,8.5714,9.607936322654529e-10,-7.7588,406,5.413587705579813e-08,7.266514822819273,True,Downregulated in Tumor
UTRN,-1.7086,8.502,10.2106,9.65802191370269e-10,-10.6332,408,5.416067190821509e-08,7.266315956504964,True,Downregulated in Tumor
GORASP1,-1.1764,6.9534,8.1298,9.975880788424647e-10,-7.7732,412,5.5400036999795126e-08,7.256489945221002,True,Downregulated in Tumor
FOLR1,-2.5695,6.1812,8.7506,1.0129021208189252e-09,-7.5888,413,5.5762126025442256e-08,7.253660676382139,True,Downregulated in Tumor
ZBTB20,-1.8983,8.1194,10.0176,1.0129172473400628e-09,-9.6729,414,5.5762126025442256e-08,7.253660676382139,True,Downregulated in Tumor
DNAH14,1.7274,7.373,5.6457,1.0147269184371723e-09,10.8506,416,5.5762126025442256e-08,7.253660676382139,True,Upregulated in Tumor
PDGFD,-2.9311,7.1267,10.0578,1.0187311485417335e-09,-13.4171,418,5.5762126025442256e-08,7.253660676382139,True,Downregulated in Tumor
POMT1,-1.164,6.9816,8.1456,1.0352915290712605e-09,-7.5579,419,5.653334173066931e-08,7.247695342289833,True,Downregulated in Tumor
TMEM98,-1.8976,7.5723,9.4699,1.0414755553906577e-09,-7.6908,420,5.6735620731757736e-08,7.246144189256265,True,Downregulated in Tumor
STON2,-2.0521,5.9069,7.959,1.0536707504065317e-09,-7.9855,421,5.7255635811091823e-08,7.242181758224885,True,Downregulated in Tumor
PGPEP1,-1.481,6.1644,7.6454,1.0560261500122705e-09,-7.5739,422,5.7255635811091823e-08,7.242181758224885,True,Downregulated in Tumor
KCTD1,-1.3763,8.0744,9.4507,1.0682924155934938e-09,-7.8871,423,5.778375997347314e-08,7.238194202149091,True,Downregulated in Tumor
NAB1,-1.2383,8.7275,9.9658,1.0856062556991117e-09,-8.8317,425,5.8443932071519235e-08,7.233260572691262,True,Downregulated in Tumor
PLSCR4,-2.3211,6.8818,9.2029,1.1412873757503245e-09,-12.1762,426,6.129731257551038e-08,7.2125585655992195,True,Downregulated in Tumor
